HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Entrez Gene ID(supplied by NCBI)
HGNC:35870	RPS11P3	ribosomal protein S11 pseudogene 3	Approved			1q21		NG_010264	100270898
HGNC:35644	RPS11P4	ribosomal protein S11 pseudogene 4	Approved			9p21.1		NG_011054	100271052
HGNC:36312	RPS11P5	ribosomal protein S11 pseudogene 5	Approved			12q24.33		NG_009555	727826
HGNC:36693	RPS11P6	ribosomal protein S11 pseudogene 6	Approved			12q14.2		NG_010888	729258
HGNC:36724	RPS11P7	ribosomal protein S11 pseudogene 7	Approved			Xp11.4		NG_011374	642687
HGNC:10385	RPS12	ribosomal protein S12	Approved		S12	6q23.2	X53505	NM_001016	6206
HGNC:19787	RPS12P1	ribosomal protein S12 pseudogene 1	Approved			14q24.2		NG_002564	326312
HGNC:24221	RPS12P2	ribosomal protein S12 pseudogene 2	Approved		bA40F6.3	10q22.3		NG_009566	619448
HGNC:35500	RPS12P3	ribosomal protein S12 pseudogene 3	Approved			2p16.1		NG_010533	344423
HGNC:35670	RPS12P4	ribosomal protein S12 pseudogene 4	Approved			2p21		NG_011048	391370
HGNC:36525	RPS12P5	ribosomal protein S12 pseudogene 5	Approved			3p24.1		NG_011058	100271053
HGNC:35790	RPS12P6	ribosomal protein S12 pseudogene 6	Approved			3p12		NG_011065	100271054
HGNC:36699	RPS12P7	ribosomal protein S12 pseudogene 7	Approved			3q25.1		NG_011071	100271055
HGNC:35945	RPS12P8	ribosomal protein S12 pseudogene 8	Approved			4q25		NG_010010	402184
HGNC:36719	RPS12P9	ribosomal protein S12 pseudogene 9	Approved			4q13.1		NG_007430	727997
HGNC:35824	RPS12P10	ribosomal protein S12 pseudogene 10	Approved			5q31.3		NG_011078	100271056
HGNC:36042	RPS12P11	ribosomal protein S12 pseudogene 11	Approved			6q25.1		NG_010833	442270
HGNC:36235	RPS12P12	ribosomal protein S12 pseudogene 12	Approved			6p22.3		NG_010922	100131761
HGNC:36549	RPS12P13	ribosomal protein S12 pseudogene 13	Approved			6q21		NG_011081	100271057
HGNC:35632	RPS12P14	ribosomal protein S12 pseudogene 14	Approved			6p12		NG_011085	100271058
HGNC:35610	RPS12P15	ribosomal protein S12 pseudogene 15	Approved			8q22.3		NG_011090	100271059
HGNC:36595	RPS12P16	ribosomal protein S12 pseudogene 16	Approved			10p11.21		NG_011286	100271352
HGNC:35705	RPS12P17	ribosomal protein S12 pseudogene 17	Approved			10q22.1		NG_011290	100271353
HGNC:36421	RPS12P18	ribosomal protein S12 pseudogene 18	Approved			10q22.3		NG_011294	100271354
HGNC:36187	RPS12P20	ribosomal protein S12 pseudogene 20	Approved			11q13.4		NG_010973	100271549
HGNC:36464	RPS12P21	ribosomal protein S12 pseudogene 21	Approved			11q22		NG_010980	100271550
HGNC:35671	RPS12P22	ribosomal protein S12 pseudogene 22	Approved			11q13.4		NG_011284	440055
HGNC:35573	RPS12P23	ribosomal protein S12 pseudogene 23	Approved			13q12.11		NG_010945	338870
HGNC:35561	RPS12P24	ribosomal protein S12 pseudogene 24	Approved			13q13.3		NG_010988	100271551
HGNC:36019	RPS12P25	ribosomal protein S12 pseudogene 25	Approved			15q25.1		NG_010393	646985
HGNC:36320	RPS12P26	ribosomal protein S12 pseudogene 26	Approved			15q26.1		NG_010991	100130495
HGNC:35892	RPS12P27	ribosomal protein S12 pseudogene 27	Approved			16q22.1		NG_010994	100271552
HGNC:36972	RPS12P28	ribosomal protein S12 pseudogene 28	Approved			17p13.2		NG_010999	100271553
HGNC:36206	RPS12P29	ribosomal protein S12 pseudogene 29	Approved			17p13.2		NG_010933	728244
HGNC:36813	RPS12P30	ribosomal protein S12 pseudogene 30	Approved			17q22		NG_011007	100271555
HGNC:35578	RPS12P31	ribosomal protein S12 pseudogene 31	Approved			19q13.11		NG_010757	100130192
HGNC:35571	RPS12P32	ribosomal protein S12 pseudogene 32	Approved			19p13.2		NG_011015	100271556
HGNC:10386	RPS13	ribosomal protein S13	Approved		S13	11p15.1	X79239	NM_001017	6207
HGNC:36309	RPS13P1	ribosomal protein S13 pseudogene 1	Approved			1q24.1		NG_010259	100128305
HGNC:36364	RPS13P2	ribosomal protein S13 pseudogene 2	Approved			1p32.3		NG_009715	729236
HGNC:36866	RPS13P3	ribosomal protein S13 pseudogene 3	Approved			2p21		NG_010948	100129718
HGNC:35731	RPS13P4	ribosomal protein S13 pseudogene 4	Approved			2p23.3		NG_011093	100271060
HGNC:36610	RPS13P5	ribosomal protein S13 pseudogene 5	Approved			2p23.3		NG_011097	100271061
HGNC:35653	RPS13P6	ribosomal protein S13 pseudogene 6	Approved			5q31		NG_011104	100271062
HGNC:36310	RPS13P7	ribosomal protein S13 pseudogene 7	Approved			15q21.3		NG_011355	645918
HGNC:36400	RPS13P8	ribosomal protein S13 pseudogene 8	Approved			15q21.2		NG_011321	645630
HGNC:10387	RPS14	ribosomal protein S14	Approved		EMTB, S14	5q33.1		NM_001025071	6208
HGNC:35572	RPS14P1	ribosomal protein S14 pseudogene 1	Approved			1q32		NG_011111	100271063
HGNC:36080	RPS14P2	ribosomal protein S14 pseudogene 2	Approved			1q24		NG_011116	100271064
HGNC:35797	RPS14P3	ribosomal protein S14 pseudogene 3	Approved			1p36.13		NG_011176	644068
HGNC:36419	RPS14P4	ribosomal protein S14 pseudogene 4	Approved			2q13		NG_010162	100132382
HGNC:36087	RPS14P5	ribosomal protein S14 pseudogene 5	Approved			2p11.2		NG_010706	100133255
HGNC:36241	RPS14P6	ribosomal protein S14 pseudogene 6	Approved			4q31.3		NG_010435	646737
HGNC:36961	RPS14P7	ribosomal protein S14 pseudogene 7	Approved			4q32.2		NG_011119	100271065
HGNC:37027	RPS14P8	ribosomal protein S14 pseudogene 8	Approved			5q23.1		NG_010268	644146
HGNC:36286	RPS14P9	ribosomal protein S14 pseudogene 9	Approved			6q15		NG_009572	644119
HGNC:35517	RPS14P10	ribosomal protein S14 pseudogene 10	Approved			7q32.3		NG_006544	647034
HGNC:10388	RPS15	ribosomal protein S15	Approved		RIG, MGC111130, S15	19p13.3		NM_001018	6209
HGNC:10389	RPS15A	ribosomal protein S15a	Approved		S15A	16p12.3	AB007154	NM_001019	6210
HGNC:16598	RPS15AP1	ribosomal protein S15a pseudogene 1	Approved		dJ872K7.6	20p11.23		NG_000951	92682
HGNC:19671	RPS15AP2	ribosomal protein S15a pseudogene 2	Approved			14q22.1		NG_002566	326316
HGNC:19674	RPS15AP3	ribosomal protein S15a pseudogene 3	Approved			14q21.3		NG_002567	326317
HGNC:23559	RPS15AP4	ribosomal protein S15a pseudogene 4	Approved			14q23.1	AL049874	NG_009527	654371
HGNC:23743	RPS15AP5	ribosomal protein S15a pseudogene 5	Approved		Em:AC025947.3	10q26.13		NG_009526	414230
HGNC:35657	RPS15AP6	ribosomal protein S15a pseudogene 6	Approved			1p36.12		NG_010197	100271141
HGNC:35648	RPS15AP7	ribosomal protein S15a pseudogene 7	Approved			1p31.3		NG_010203	100271142
HGNC:36887	RPS15AP8	ribosomal protein S15a pseudogene 8	Approved			1p34.2		NG_010208	100271143
HGNC:36164	RPS15AP9	ribosomal protein S15a pseudogene 9	Approved			1p13.1		NG_006958	441898
HGNC:37001	RPS15AP10	ribosomal protein S15a pseudogene 10	Approved			1p34.1		NR_026768	728963
HGNC:36707	RPS15AP11	ribosomal protein S15a pseudogene 11	Approved			1p34.1		NG_010947	644790
HGNC:36759	RPS15AP12	ribosomal protein S15a pseudogene 12	Approved			1q41		NG_011132	100129243
HGNC:36774	RPS15AP13	ribosomal protein S15a pseudogene 13	Approved			2p13.3		NG_010488	100128605
HGNC:36629	RPS15AP14	ribosomal protein S15a pseudogene 14	Approved			2q31.1		NG_009584	100127924
HGNC:35640	RPS15AP15	ribosomal protein S15a pseudogene 15	Approved			2p14		NG_011150	100130782
HGNC:36764	RPS15AP16	ribosomal protein S15a pseudogene 16	Approved			3q21.3		NG_011319	100271358
HGNC:36888	RPS15AP17	ribosomal protein S15a pseudogene 17	Approved			4q13.1		NG_011197	391656
HGNC:36524	RPS15AP18	ribosomal protein S15a pseudogene 18	Approved			5q35.3		NG_009955	100271360
HGNC:36603	RPS15AP19	ribosomal protein S15a pseudogene 19	Approved			6p21.31		NG_010854	646819
HGNC:36391	RPS15AP20	ribosomal protein S15a pseudogene 20	Approved			6p12.2		NG_011260	647155
HGNC:36142	RPS15AP21	ribosomal protein S15a pseudogene 21	Approved			6q22.31		NG_011313	100271357
HGNC:36305	RPS15AP22	ribosomal protein S15a pseudogene 22	Approved			7q32.3		NG_011019	100271557
HGNC:36718	RPS15AP23	ribosomal protein S15a pseudogene 23	Approved			7q31		NG_011024	100271558
HGNC:36174	RPS15AP24	ribosomal protein S15a pseudogene 24	Approved			8p12		NG_010125	648729
HGNC:36848	RPS15AP25	ribosomal protein S15a pseudogene 25	Approved			8q13.2		NG_011025	728774
HGNC:36773	RPS15AP26	ribosomal protein S15a pseudogene 26	Approved			8q22.1		NG_011324	100271359
HGNC:37011	RPS15AP27	ribosomal protein S15a pseudogene 27	Approved			9q31.2		NG_011314	100271613
HGNC:36381	RPS15AP28	ribosomal protein S15a pseudogene 28	Approved			10q22.1		NG_011361	100132400
HGNC:35981	RPS15AP29	ribosomal protein S15a pseudogene 29	Approved			10q24.33		NG_010495	100128863
HGNC:35495	RPS15AP30	ribosomal protein S15a pseudogene 30	Approved			10q25.2		NG_011280	100271607
HGNC:36960	RPS15AP31	ribosomal protein S15a pseudogene 31	Approved			11p14.1		NG_010192	100271652
HGNC:35879	RPS15AP32	ribosomal protein S15a pseudogene 32	Approved			12q24.13		NG_010178	100271649
HGNC:36178	RPS15AP33	ribosomal protein S15a pseudogene 33	Approved			16p11		NG_010204	100271654
HGNC:35609	RPS15AP34	ribosomal protein S15a pseudogene 34	Approved			16q21		NG_010426	390735
HGNC:36768	RPS15AP35	ribosomal protein S15a pseudogene 35	Approved			18q12.1		NG_010996	390848
HGNC:36803	RPS15AP36	ribosomal protein S15a pseudogene 36	Approved			19q13.43		NG_010183	100271650
HGNC:36173	RPS15AP37	ribosomal protein S15a pseudogene 37	Approved			22q12.2		NG_010187	100271651
HGNC:36523	RPS15AP38	ribosomal protein S15a pseudogene 38	Approved			22q12.3		NG_010210	100271655
HGNC:35800	RPS15AP39	ribosomal protein S15a pseudogene 39	Approved			Xp11.4		NG_009981	100129284
HGNC:36041	RPS15AP40	ribosomal protein S15a pseudogene 40	Approved			Xp21.1		NG_010442	100128083
HGNC:35725	RPS15P1	ribosomal protein S15 pseudogene 1	Approved			1p13.2		NG_010559	728428
HGNC:36033	RPS15P2	ribosomal protein S15 pseudogene 2	Approved			1q42.2		NG_011122	100271066
HGNC:35563	RPS15P3	ribosomal protein S15 pseudogene 3	Approved			1q24.3		NG_011163	391137
HGNC:35712	RPS15P4	ribosomal protein S15 pseudogene 4	Approved			2q31.1		NG_005983	401019
HGNC:35536	RPS15P5	ribosomal protein S15 pseudogene 5	Approved			3p14.3		NG_010976	729789
HGNC:36653	RPS15P6	ribosomal protein S15 pseudogene 6	Approved			5q34		NG_010863	391845
HGNC:36623	RPS15P7	ribosomal protein S15 pseudogene 7	Approved			12p13		NG_009960	100271361
HGNC:35847	RPS15P8	ribosomal protein S15 pseudogene 8	Approved			15q14		NG_010918	390576
HGNC:36440	RPS15P9	ribosomal protein S15 pseudogene 9	Approved			19p13.3		NG_011189	401895
HGNC:10396	RPS16	ribosomal protein S16	Approved		S16	19q13.1	M60854	NM_001020	6217
HGNC:36462	RPS16P1	ribosomal protein S16 pseudogene 1	Approved			1p36.21		NG_010091	441876
HGNC:35928	RPS16P2	ribosomal protein S16 pseudogene 2	Approved			2p24.1		NG_010786	402069
HGNC:35986	RPS16P3	ribosomal protein S16 pseudogene 3	Approved			2q21.2		NG_011126	100271067
HGNC:36502	RPS16P4	ribosomal protein S16 pseudogene 4	Approved			3p22		NG_011135	100271068
HGNC:36183	RPS16P5	ribosomal protein S16 pseudogene 5	Approved			6p12.1		NG_010106	647190
HGNC:36741	RPS16P6	ribosomal protein S16 pseudogene 6	Approved			11q13		NG_009966	100271362
HGNC:36505	RPS16P7	ribosomal protein S16 pseudogene 7	Approved			16p13.3		NG_010756	441744
HGNC:35608	RPS16P8	ribosomal protein S16 pseudogene 8	Approved			17q11.1		NG_010473	654170
HGNC:35659	RPS16P9	ribosomal protein S16 pseudogene 9	Approved			19q13.32		NG_010193	645412
HGNC:35739	RPS16P10	ribosomal protein S16 pseudogene 10	Approved			19p12		NG_009607	729903
HGNC:10397	RPS17	ribosomal protein S17	Approved	RPS17L	RPS17L1, RPS17L2, MGC72007, S17	15q25.2	M18000	NM_001021	6218
HGNC:13982	RPS17P1	ribosomal protein S17 pseudogene 1	Approved		RPS17p, dJ994E9.1	6p22.1		NG_008917	442195
HGNC:10398	RPS17P2	ribosomal protein S17 pseudogene 2	Approved	RPS17L1, RPS17A		5q23.1		NG_003033	6219
HGNC:10399	RPS17P3	ribosomal protein S17 pseudogene 3	Approved	RPS17L2, RPS17B		17q11.2		NG_009636	646013
HGNC:21352	RPS17P5	ribosomal protein S17 pseudogene 5	Approved	RPS17L4	dJ753D5.2	6p12.3		NG_005089	442216
HGNC:36945	RPS17P6	ribosomal protein S17 pseudogene 6	Approved			1q24.1		NG_011125	391130
HGNC:35796	RPS17P7	ribosomal protein S17 pseudogene 7	Approved			2q14		NG_011141	100271069
HGNC:36772	RPS17P8	ribosomal protein S17 pseudogene 8	Approved			2q32.3		NG_011147	100271070
HGNC:36160	RPS17P9	ribosomal protein S17 pseudogene 9	Approved			3q21.3		NG_010005	100130823
HGNC:36438	RPS17P10	ribosomal protein S17 pseudogene 10	Approved			3q24		NG_011152	100271071
HGNC:36132	RPS17P11	ribosomal protein S17 pseudogene 11	Approved			5q11.2		NG_011156	100271072
HGNC:35930	RPS17P12	ribosomal protein S17 pseudogene 12	Approved			7q34		NG_009855	442726
HGNC:36664	RPS17P13	ribosomal protein S17 pseudogene 13	Approved			7p14.1		NG_011159	100271073
HGNC:35534	RPS17P14	ribosomal protein S17 pseudogene 14	Approved			8q23.1		NG_011164	100271074
HGNC:35931	RPS17P15	ribosomal protein S17 pseudogene 15	Approved			11q23.1		NG_009973	100271363
HGNC:36821	RPS17P16	ribosomal protein S17 pseudogene 16	Approved			22q12.3		NG_010713	402057
HGNC:35647	RPS17P17	ribosomal protein S17 pseudogene 17	Approved			Xq27.1		NG_010652	100271230
HGNC:10401	RPS18	ribosomal protein S18	Approved	D6S218E	KE3, KE-3, HKE3, S18	6p21.32	X69150		6222
HGNC:16550	RPS18P1	ribosomal protein S18 pseudogene 1	Approved		dJ1022P6.1	20p12.3	AL109935	NG_000970	128676
HGNC:19801	RPS18P2	ribosomal protein S18 pseudogene 2	Approved			14q32.11		NG_002570	326320
HGNC:36198	RPS18P3	ribosomal protein S18 pseudogene 3	Approved			1q42.13		NG_009969	100128258
HGNC:36952	RPS18P4	ribosomal protein S18 pseudogene 4	Approved			1q24		NG_011169	100271075
HGNC:36287	RPS18P5	ribosomal protein S18 pseudogene 5	Approved			3q12.3		NG_010113	100131863
HGNC:36028	RPS18P6	ribosomal protein S18 pseudogene 6	Approved			3q11.2		NG_011173	100271076
HGNC:35874	RPS18P7	ribosomal protein S18 pseudogene 7	Approved			5q14.3		NG_010832	133790
HGNC:35956	RPS18P8	ribosomal protein S18 pseudogene 8	Approved			6p25.1		NG_011359	643627
HGNC:36483	RPS18P9	ribosomal protein S18 pseudogene 9	Approved			6q25.1		NG_010375	645958
HGNC:35566	RPS18P10	ribosomal protein S18 pseudogene 10	Approved			6q24.1		NG_011382	729293
HGNC:36319	RPS18P11	ribosomal protein S18 pseudogene 11	Approved			8q13.3		NG_011179	100271077
HGNC:35967	RPS18P12	ribosomal protein S18 pseudogene 12	Approved			17p12		NG_011261	388339
HGNC:36901	RPS18P13	ribosomal protein S18 pseudogene 13	Approved			19p13.11		NG_009978	100271364
HGNC:36386	RPS18P14	ribosomal protein S18 pseudogene 14	Approved			22q12.2		NG_010112	100128535
HGNC:10402	RPS19	ribosomal protein S19	Approved		DBA, S19	19q13.2	BC000023	NM_001022	6223
HGNC:28749	RPS19BP1	ribosomal protein S19 binding protein 1	Approved		MGC52010, FLJ21770	22q13.1	BC037573	NM_194326	91582
HGNC:16534	RPS19P1	ribosomal protein S19 pseudogene 1	Approved		bA189K21.7	20p11.23	AF242191	NG_001295	85486
HGNC:17047	RPS19P2	ribosomal protein S19 pseudogene 2	Approved			1p13.2	AF242192	NG_001296	85487
HGNC:23560	RPS19P3	ribosomal protein S19 pseudogene 3	Approved			14q13.1	AL445363	NG_009541	728953
HGNC:35778	RPS19P4	ribosomal protein S19 pseudogene 4	Approved			5q11.2		NG_011084	100132049
HGNC:35850	RPS19P5	ribosomal protein S19 pseudogene 5	Approved			6q21		NG_011109	100131286
HGNC:36217	RPS19P6	ribosomal protein S19 pseudogene 6	Approved			9q21.31		NG_011181	100271078
HGNC:35550	RPS19P7	ribosomal protein S19 pseudogene 7	Approved			10q11.21		NG_010974	728509
HGNC:10405	RPS20	ribosomal protein S20	Approved		S20	8q12.1	L06498	NM_001023	6224
HGNC:10408	RPS20P1	ribosomal protein S20 pseudogene 1	Approved	RPS20P		21q22.12		NG_000906	54025
HGNC:14195	RPS20P2	ribosomal protein S20 pseudogene 2	Approved			16p13.3			64726
HGNC:10406	RPS20P3	ribosomal protein S20 pseudogene 3	Approved	RPS20A		5q21.3		NG_003034	6225
HGNC:10407	RPS20P4	ribosomal protein S20 pseudogene 4	Approved	RPS20B		5q32		NG_003035	6226
HGNC:36367	RPS20P5	ribosomal protein S20 pseudogene 5	Approved			1p32.2		NG_010270	100270899
HGNC:35629	RPS20P6	ribosomal protein S20 pseudogene 6	Approved			1p21		NG_010273	100270900
HGNC:35911	RPS20P7	ribosomal protein S20 pseudogene 7	Approved			1p31.1		NG_010277	100270901
HGNC:35770	RPS20P8	ribosomal protein S20 pseudogene 8	Approved			1q32.1		NG_011187	100271079
HGNC:36472	RPS20P9	ribosomal protein S20 pseudogene 9	Approved			2p15		NG_011191	100271080
HGNC:36800	RPS20P10	ribosomal protein S20 pseudogene 10	Approved			2p13.2		NG_011200	100271081
HGNC:36084	RPS20P11	ribosomal protein S20 pseudogene 11	Approved			2q13		NG_011209	100271082
HGNC:36519	RPS20P12	ribosomal protein S20 pseudogene 12	Approved			2q37.1		NG_011214	100271083
HGNC:36071	RPS20P13	ribosomal protein S20 pseudogene 13	Approved			2q22.3		NG_011218	100271084
HGNC:36692	RPS20P14	ribosomal protein S20 pseudogene 14	Approved			3q27.3		NG_005532	440992
HGNC:36340	RPS20P15	ribosomal protein S20 pseudogene 15	Approved			3p24.1		NG_011227	100271085
HGNC:35851	RPS20P16	ribosomal protein S20 pseudogene 16	Approved			5q15		NG_011233	100271086
HGNC:35822	RPS20P17	ribosomal protein S20 pseudogene 17	Approved			5q35.3		NG_011240	100271088
HGNC:36937	RPS20P18	ribosomal protein S20 pseudogene 18	Approved			6q21		NG_010657	100271231
HGNC:36503	RPS20P19	ribosomal protein S20 pseudogene 19	Approved			7q36.1		NG_011101	644309
HGNC:36674	RPS20P20	ribosomal protein S20 pseudogene 20	Approved			8q13.3		NG_010667	100271233
HGNC:35993	RPS20P21	ribosomal protein S20 pseudogene 21	Approved			8q21.11		NG_010674	100271234
HGNC:36379	RPS20P22	ribosomal protein S20 pseudogene 22	Approved			8p11.23		NG_011236	100271087
HGNC:36146	RPS20P23	ribosomal protein S20 pseudogene 23	Approved			8q22.3		NG_011244	100271089
HGNC:36283	RPS20P24	ribosomal protein S20 pseudogene 24	Approved			9q21.13		NG_010663	100271232
HGNC:35866	RPS20P25	ribosomal protein S20 pseudogene 25	Approved			9q21.31		NG_010678	100271235
HGNC:36980	RPS20P26	ribosomal protein S20 pseudogene 26	Approved			11p11.2		NG_011349	646660
HGNC:36154	RPS20P27	ribosomal protein S20 pseudogene 27	Approved			11q14.1		NG_010383	729927
HGNC:36452	RPS20P28	ribosomal protein S20 pseudogene 28	Approved			12p13		NG_011035	100271560
HGNC:36237	RPS20P29	ribosomal protein S20 pseudogene 29	Approved			12p13.31		NG_011040	100271561
HGNC:36626	RPS20P30	ribosomal protein S20 pseudogene 30	Approved			12q24.33		NG_011045	100271562
HGNC:35767	RPS20P31	ribosomal protein S20 pseudogene 31	Approved			12q24.2		NG_011049	100271563
HGNC:36444	RPS20P32	ribosomal protein S20 pseudogene 32	Approved			13q12.13		NG_010130	100129306
HGNC:36725	RPS20P33	ribosomal protein S20 pseudogene 33	Approved			14q32.3		NG_011056	100271564
HGNC:36668	RPS20P34	ribosomal protein S20 pseudogene 34	Approved			15q21.1		NG_011060	100271565
HGNC:36929	RPS20P35	ribosomal protein S20 pseudogene 35	Approved			17q		NG_011067	100271566
HGNC:10409	RPS21	ribosomal protein S21	Approved		S21	20q13.33	L04483	NM_001024	6227
HGNC:36401	RPS21P1	ribosomal protein S21 pseudogene 1	Approved			1q42.3		NG_011248	100271090
HGNC:36191	RPS21P2	ribosomal protein S21 pseudogene 2	Approved			2q12.2		NG_010504	100132961
HGNC:36847	RPS21P3	ribosomal protein S21 pseudogene 3	Approved			4q21.21		NG_010672	100132993
HGNC:35922	RPS21P4	ribosomal protein S21 pseudogene 4	Approved			4p15.32		NG_009712	100128912
HGNC:36359	RPS21P5	ribosomal protein S21 pseudogene 5	Approved			9q31.3-q32		NG_010685	100271236
HGNC:36317	RPS21P6	ribosomal protein S21 pseudogene 6	Approved			18q21.1		NG_009985	100271365
HGNC:35577	RPS21P7	ribosomal protein S21 pseudogene 7	Approved			20p13		NG_009993	100271366
HGNC:39705	RPS21P8	ribosomal protein S21 pseudogene 8	Approved			13q12.13			100873798
HGNC:10410	RPS23	ribosomal protein S23	Approved		S23	5q14.2	AB007158	NM_001025	6228
HGNC:16043	RPS23P1	ribosomal protein S23 pseudogene 1	Approved			8q22.1		NG_000953	93948
HGNC:36568	RPS23P2	ribosomal protein S23 pseudogene 2	Approved			4q28.3		NG_009493	391701
HGNC:35499	RPS23P3	ribosomal protein S23 pseudogene 3	Approved			4q13.2		NG_011257	100271091
HGNC:36633	RPS23P4	ribosomal protein S23 pseudogene 4	Approved			4q31.21		NG_011263	100271092
HGNC:35726	RPS23P5	ribosomal protein S23 pseudogene 5	Approved			5p15.2		NG_011270	100271093
HGNC:36511	RPS23P6	ribosomal protein S23 pseudogene 6	Approved			16p13.13		NG_010000	100271367
HGNC:43899	RPS23P7	ribosomal protein S23 pseudogene 7	Approved			17q23.2			100130106
HGNC:35982	RPS23P8	ribosomal protein S23 pseudogene 8	Approved			Xq13.1		NG_009491	653658
HGNC:48341	RPS23P9	ribosomal protein S23 pseudogene 9	Approved			1q23.3			100419472
HGNC:48342	RPS23P10	ribosomal protein S23 pseudogene 10	Approved			1q23.3			100419471
HGNC:10411	RPS24	ribosomal protein S24	Approved		S24	10q22.3	AB007159	NM_001026	6229
HGNC:10412	RPS24P1	ribosomal protein S24 pseudogene 1	Approved	RPS24P		Yq11.21		NG_000893	23756
HGNC:19791	RPS24P2	ribosomal protein S24 pseudogene 2	Approved			14q24.3		NG_002571	326321
HGNC:19797	RPS24P3	ribosomal protein S24 pseudogene 3	Approved			14q31.1		NG_002572	326322
HGNC:35852	RPS24P4	ribosomal protein S24 pseudogene 4	Approved			1q42.2		NG_009044	729257
HGNC:36026	RPS24P5	ribosomal protein S24 pseudogene 5	Approved			1p36.13-q41		NG_011274	100271094
HGNC:36240	RPS24P6	ribosomal protein S24 pseudogene 6	Approved			2q11.1		NG_009040	100216339
HGNC:35737	RPS24P7	ribosomal protein S24 pseudogene 7	Approved			2p15		NG_009043	100216342
HGNC:37016	RPS24P8	ribosomal protein S24 pseudogene 8	Approved			3p21.31		NG_009034	100216336
HGNC:35711	RPS24P9	ribosomal protein S24 pseudogene 9	Approved			3q21.2		NG_010758	100132496
HGNC:36554	RPS24P10	ribosomal protein S24 pseudogene 10	Approved			3p25		NG_011289	100271097
HGNC:36050	RPS24P11	ribosomal protein S24 pseudogene 11	Approved			4p16.1		NG_010003	100128519
HGNC:35623	RPS24P12	ribosomal protein S24 pseudogene 12	Approved			6q21		NG_011293	100271098
HGNC:36805	RPS24P13	ribosomal protein S24 pseudogene 13	Approved			10p11.22		NG_009039	100216338
HGNC:35744	RPS24P14	ribosomal protein S24 pseudogene 14	Approved			11p15.4		NG_009035	100128423
HGNC:35665	RPS24P15	ribosomal protein S24 pseudogene 15	Approved			11p13		NG_009036	390107
HGNC:35542	RPS24P16	ribosomal protein S24 pseudogene 16	Approved			15q23		NG_009041	100216340
HGNC:36348	RPS24P17	ribosomal protein S24 pseudogene 17	Approved			16q13		NG_009042	100216341
HGNC:36745	RPS24P18	ribosomal protein S24 pseudogene 18	Approved			18q11.2		NG_010023	100271371
HGNC:35683	RPS24P19	ribosomal protein S24 pseudogene 19	Approved			Xq26.2		NG_009037	100130183
HGNC:10413	RPS25	ribosomal protein S25	Approved		S25	11q23.3	M64716	NM_001028	6230
HGNC:34027	RPS25P1	ribosomal protein S25 pseudogene 1	Approved			11p14.1		NG_003216	283114
HGNC:36701	RPS25P2	ribosomal protein S25 pseudogene 2	Approved			1q32.2		NG_011304	100271100
HGNC:36073	RPS25P3	ribosomal protein S25 pseudogene 3	Approved			2p24.1		NG_011312	100271101
HGNC:35669	RPS25P4	ribosomal protein S25 pseudogene 4	Approved			3p21.1		NG_010598	391539
HGNC:35788	RPS25P5	ribosomal protein S25 pseudogene 5	Approved			3q21-q25		NG_011318	100271102
HGNC:35532	RPS25P6	ribosomal protein S25 pseudogene 6	Approved			5q23.1		NG_006648	401206
HGNC:36585	RPS25P7	ribosomal protein S25 pseudogene 7	Approved			6p25		NG_011323	100271103
HGNC:36075	RPS25P8	ribosomal protein S25 pseudogene 8	Approved			9q33.2		NG_010642	100131196
HGNC:36936	RPS25P9	ribosomal protein S25 pseudogene 9	Approved			10q22.1		NG_010036	100271373
HGNC:36078	RPS25P10	ribosomal protein S25 pseudogene 10	Approved			22q13.1		NG_010031	100271372
HGNC:10414	RPS26	ribosomal protein S26	Approved		S26	12q13.2	AB007160	NM_001029	6231
HGNC:10415	RPS26P1	ribosomal protein S26 pseudogene 1	Approved	RPS26P		21q22.12			54024
HGNC:23662	RPS26P2	ribosomal protein S26 pseudogene 2	Approved		bA98O11.1	9p21.1		NG_009772	646753
HGNC:23411	RPS26P3	ribosomal protein S26 pseudogene 3	Approved		bA338L20.1	9p23		NG_004800	441386
HGNC:23775	RPS26P4	ribosomal protein S26 pseudogene 4	Approved			21q22.2	AF121781	NG_005578	692146
HGNC:23776	RPS26P5	ribosomal protein S26 pseudogene 5	Approved			21q21.1		NG_009769	387495
HGNC:31090	RPS26P6	ribosomal protein S26 pseudogene 6	Approved			8q22.3		NG_003189	392256
HGNC:20077	RPS26P7	ribosomal protein S26 pseudogene 7	Approved		HsT24280	8q12.1		NG_009773	619443
HGNC:31329	RPS26P8	ribosomal protein S26 pseudogene 8	Approved			17q21.31	AC126544	NG_009394	644191
HGNC:31821	RPS26P9	ribosomal protein S26 pseudogene 9	Approved			14q11.1		NG_009962	446209
HGNC:32201	RPS26P10	ribosomal protein S26 pseudogene 10	Approved			8q21.3		NG_005790	401470
HGNC:31817	RPS26P11	ribosomal protein S26 pseudogene 11	Approved	RPS26L1	bA366E13.1	Xq13.1			441502
HGNC:35487	RPS26P12	ribosomal protein S26 pseudogene 12	Approved			1q24		NG_009954	100271104
HGNC:35784	RPS26P13	ribosomal protein S26 pseudogene 13	Approved			1q32.2		NG_009965	100271106
